n_samples,rank,eigenvalue,cumulative_variance
128,1,0.572821,0.66317135
128,2,0.08692836,0.7638108
128,3,0.036237773,0.8057643
128,4,0.019745577,0.82862437
128,5,0.01723701,0.8485801
128,6,0.0121247545,0.8626173
128,7,0.009537749,0.87365943
128,8,0.008647588,0.883671
128,9,0.007874628,0.8927877
128,10,0.006634291,0.9004684
128,11,0.0062421886,0.9076952
128,12,0.005808294,0.9144196
128,13,0.0046175513,0.9197655
128,14,0.004353473,0.92480564
128,15,0.004119211,0.92957455
128,16,0.0032558981,0.933344
128,17,0.0030999158,0.93693286
128,18,0.002766168,0.94013536
128,19,0.0027445229,0.94331276
128,20,0.0024718272,0.94617444
128,21,0.0022508805,0.94878036
128,22,0.0020943077,0.951205
128,23,0.0019561069,0.95346963
128,24,0.0019029186,0.9556727
128,25,0.0017726026,0.95772487
128,26,0.0016456898,0.95963013
128,27,0.0015264149,0.9613973
128,28,0.0014607458,0.96308845
128,29,0.0013943567,0.9647027
128,30,0.0013400038,0.9662541
128,31,0.0012811678,0.9677374
128,32,0.0012028735,0.96913
128,33,0.0011404568,0.97045034
128,34,0.0010734185,0.9716931
128,35,0.0010323856,0.97288835
128,36,0.000951078,0.9739894
128,37,0.00093547266,0.97507244
128,38,0.0008717381,0.97608167
128,39,0.0007843355,0.97698975
128,40,0.00076518115,0.9778756
128,41,0.00075718726,0.9787522
128,42,0.0007393874,0.9796082
128,43,0.000705756,0.98042524
128,44,0.0006723164,0.9812036
128,45,0.0006586512,0.98196614
128,46,0.0006300879,0.9826956
128,47,0.00061235693,0.9834045
128,48,0.00057945354,0.98407537
128,49,0.00057665166,0.984743
128,50,0.00051871553,0.9853435
128,51,0.0005080794,0.98593175
128,52,0.000488719,0.9864976
128,53,0.00047161436,0.98704356
128,54,0.00045647786,0.987572
128,55,0.00045131388,0.9880945
128,56,0.0004170792,0.98857737
128,57,0.000403172,0.98904413
128,58,0.00036703356,0.98946905
128,59,0.000358348,0.9898839
128,60,0.00034833627,0.9902872
128,61,0.00033158888,0.9906711
128,62,0.0003264939,0.9910491
128,63,0.0003232847,0.99142337
128,64,0.00031405786,0.99178696
128,65,0.0002995535,0.99213374
128,66,0.00029209346,0.9924719
128,67,0.0002811288,0.9927973
128,68,0.00027040244,0.99311036
128,69,0.00026156523,0.9934132
128,70,0.00024492104,0.99369675
128,71,0.00023485936,0.99396867
128,72,0.00023035763,0.99423534
128,73,0.00021958524,0.99448955
128,74,0.00021171942,0.99473464
128,75,0.00020341841,0.99497014
128,76,0.0001990523,0.9952006
128,77,0.00019367709,0.9954248
128,78,0.00018852373,0.9956431
128,79,0.00018126203,0.99585295
128,80,0.00017465971,0.9960551
128,81,0.00016567025,0.99624693
128,82,0.00015837773,0.9964303
128,83,0.0001526886,0.99660707
128,84,0.00014531001,0.99677527
128,85,0.00014125861,0.9969388
128,86,0.0001336955,0.9970936
128,87,0.00013036626,0.99724454
128,88,0.00012071412,0.9973843
128,89,0.00011789931,0.9975208
128,90,0.00011543201,0.99765444
128,91,0.00011064012,0.9977825
128,92,0.0001089905,0.9979087
128,93,9.7898526e-05,0.9980221
128,94,9.609863e-05,0.99813336
128,95,9.2483824e-05,0.9982404
128,96,8.794564e-05,0.9983422
128,97,8.5356136e-05,0.99844104
128,98,8.130911e-05,0.99853516
128,99,7.567062e-05,0.9986228
128,100,7.523305e-05,0.99870986
128,101,7.196809e-05,0.9987932
128,102,6.698116e-05,0.99887073
128,103,6.6582106e-05,0.9989478
128,104,6.363146e-05,0.9990215
128,105,6.0476497e-05,0.9990915
128,106,5.840314e-05,0.9991591
128,107,5.7450678e-05,0.9992256
128,108,5.312009e-05,0.9992871
128,109,4.8791106e-05,0.99934363
128,110,4.7729158e-05,0.9993989
128,111,4.6458972e-05,0.99945265
128,112,4.5772438e-05,0.99950564
128,113,4.2740074e-05,0.9995551
128,114,4.1057676e-05,0.9996026
128,115,4.00331e-05,0.999649
128,116,3.6138288e-05,0.99969083
128,117,3.4141194e-05,0.99973035
128,118,3.3167307e-05,0.99976873
128,119,3.156863e-05,0.9998053
128,120,2.6350177e-05,0.9998358
128,121,2.5250643e-05,0.999865
128,122,2.4175564e-05,0.999893
128,123,2.1862825e-05,0.99991834
128,124,2.1198908e-05,0.9999429
128,125,1.8181989e-05,0.99996394
128,126,1.6284495e-05,0.9999828
128,127,1.4815563e-05,0.99999994
128,128,3.2559984e-14,0.99999994
256,1,0.46977562,0.611216
256,2,0.09171294,0.73054194
256,3,0.04174833,0.7848599
256,4,0.02023966,0.81119335
256,5,0.015782034,0.831727
256,6,0.010963727,0.84599173
256,7,0.009040418,0.85775405
256,8,0.00703861,0.8669118
256,9,0.006785393,0.8757402
256,10,0.005544044,0.8829534
256,11,0.005332301,0.88989115
256,12,0.0048871306,0.8962497
256,13,0.0043948316,0.90196776
256,14,0.004290442,0.90755
256,15,0.0035923987,0.912224
256,16,0.003219966,0.9164134
256,17,0.0029526,0.920255
256,18,0.002731473,0.9238089
256,19,0.0025105732,0.9270753
256,20,0.0022104627,0.9299513
256,21,0.0020775148,0.9326543
256,22,0.0019485385,0.93518955
256,23,0.0018890805,0.9376474
256,24,0.0017531909,0.9399285
256,25,0.0016466941,0.94207096
256,26,0.0015610872,0.94410205
256,27,0.0014667584,0.9460104
256,28,0.0014249937,0.9478644
256,29,0.0013451946,0.94961464
256,30,0.0013168334,0.951328
256,31,0.0012816375,0.9529955
256,32,0.0012126131,0.9545732
256,33,0.0011499055,0.95606935
256,34,0.0011309524,0.9575408
256,35,0.0010449163,0.95890033
256,36,0.0009834833,0.9601799
256,37,0.00091355864,0.96136856
256,38,0.0008782364,0.96251124
256,39,0.00084181764,0.96360654
256,40,0.0008129987,0.96466434
256,41,0.0007932917,0.96569645
256,42,0.00077536993,0.96670526
256,43,0.00074973295,0.96768075
256,44,0.00072122324,0.9686191
256,45,0.0006923871,0.96952
256,46,0.0006653087,0.9703856
256,47,0.00065544277,0.9712384
256,48,0.0006172799,0.9720415
256,49,0.0005912526,0.97281075
256,50,0.00058850064,0.9735764
256,51,0.00056331215,0.9743093
256,52,0.000553549,0.9750295
256,53,0.0005388585,0.9757306
256,54,0.00052589236,0.9764148
256,55,0.00051113736,0.9770798
256,56,0.0004977267,0.9777274
256,57,0.0004778449,0.97834915
256,58,0.00046503887,0.9789542
256,59,0.00045727083,0.97954917
256,60,0.00044421738,0.98012716
256,61,0.00043223953,0.9806895
256,62,0.00042398993,0.98124117
256,63,0.00040796903,0.98177195
256,64,0.0003913602,0.98228115
256,65,0.00037787782,0.9827728
256,66,0.0003507553,0.98322916
256,67,0.00034796874,0.9836819
256,68,0.00034035972,0.9841248
256,69,0.0003375879,0.984564
256,70,0.00032196438,0.9849829
256,71,0.00031532088,0.98539317
256,72,0.00030576778,0.98579097
256,73,0.00029742642,0.9861779
256,74,0.00028629534,0.9865504
256,75,0.00028510738,0.9869213
256,76,0.00027662676,0.9872812
256,77,0.0002721617,0.9876353
256,78,0.00026054218,0.9879743
256,79,0.00025149045,0.9883015
256,80,0.00024461746,0.9886198
256,81,0.0002340508,0.9889243
256,82,0.00022772471,0.9892206
256,83,0.00022517564,0.9895136
256,84,0.00021636153,0.9897951
256,85,0.00021509055,0.99007493
256,86,0.0002021426,0.9903379
256,87,0.00020061094,0.9905989
256,88,0.00019509441,0.9908528
256,89,0.00018941022,0.99109924
256,90,0.00018287086,0.9913372
256,91,0.00017621886,0.9915665
256,92,0.00017206877,0.99179035
256,93,0.00016969774,0.99201113
256,94,0.00016020698,0.99221957
256,95,0.00015673421,0.9924235
256,96,0.0001557505,0.99262613
256,97,0.00015257472,0.9928246
256,98,0.00014446738,0.9930126
256,99,0.00014318958,0.99319893
256,100,0.00014123444,0.9933827
256,101,0.00013956697,0.9935643
256,102,0.00013119672,0.993735
256,103,0.00012820454,0.99390185
256,104,0.00012561024,0.9940653
256,105,0.00012421838,0.99422693
256,106,0.000121228004,0.99438465
256,107,0.00011921189,0.99453974
256,108,0.00011390612,0.9946879
256,109,0.00011152467,0.994833
256,110,0.00010746728,0.9949728
256,111,0.00010500162,0.99510944
256,112,0.000103581624,0.9952442
256,113,9.969392e-05,0.9953739
256,114,9.8315395e-05,0.9955018
256,115,9.556548e-05,0.99562615
256,116,9.154367e-05,0.99574524
256,117,9.010289e-05,0.9958625
256,118,8.590764e-05,0.99597424
256,119,8.473384e-05,0.9960845
256,120,8.4492916e-05,0.9961944
256,121,7.934531e-05,0.99629766
256,122,7.7297416e-05,0.9963982
256,123,7.608818e-05,0.9964972
256,124,7.500796e-05,0.9965948
256,125,7.342516e-05,0.99669033
256,126,7.18325e-05,0.9967838
256,127,7.128228e-05,0.99687654
256,128,6.97865e-05,0.9969673
256,129,6.61724e-05,0.9970534
256,130,6.4770575e-05,0.99713767
256,131,6.347214e-05,0.9972203
256,132,6.254191e-05,0.99730164
256,133,6.0505765e-05,0.9973804
256,134,5.8417852e-05,0.9974564
256,135,5.774011e-05,0.9975315
256,136,5.557592e-05,0.9976038
256,137,5.426815e-05,0.9976744
256,138,5.3069194e-05,0.9977434
256,139,5.1703566e-05,0.9978107
256,140,4.974702e-05,0.99787545
256,141,4.915851e-05,0.9979394
256,142,4.6977213e-05,0.9980005
256,143,4.4940825e-05,0.998059
256,144,4.4005807e-05,0.99811625
256,145,4.2397263e-05,0.9981714
256,146,4.2300588e-05,0.9982264
256,147,4.082295e-05,0.9982795
256,148,4.0265248e-05,0.9983319
256,149,3.9432314e-05,0.9983832
256,150,3.8363112e-05,0.9984331
256,151,3.7396425e-05,0.99848175
256,152,3.6155212e-05,0.9985288
256,153,3.469122e-05,0.9985739
256,154,3.3365573e-05,0.9986173
256,155,3.2428095e-05,0.9986595
256,156,3.119753e-05,0.9987001
256,157,3.044784e-05,0.9987397
256,158,2.9719506e-05,0.9987784
256,159,2.9035624e-05,0.9988162
256,160,2.8236342e-05,0.9988529
256,161,2.715549e-05,0.99888825
256,162,2.69e-05,0.99892324
256,163,2.643913e-05,0.99895763
256,164,2.5652265e-05,0.998991
256,165,2.495173e-05,0.9990235
256,166,2.4704806e-05,0.9990556
256,167,2.4280696e-05,0.9990872
256,168,2.3271768e-05,0.9991175
256,169,2.2103846e-05,0.9991462
256,170,2.187858e-05,0.9991747
256,171,2.1112808e-05,0.9992022
256,172,2.0667743e-05,0.9992291
256,173,2.0546438e-05,0.9992558
256,174,1.9715877e-05,0.9992814
